name,num,images,description,website
中延記念湯,43,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1-th3-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2-th3-300x225.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3-th2-300x225.jpg""]",2020年3月26日、リニューアルオープン。露天風呂・スチームサウナ・電気風呂・寝風呂・超音波・足湯・連峰の湯・バイブラ・ハイパワージェット・水風呂と湯船の種類が豊富。リニューアルに伴い男女浴室は日曜日に入れ替える週替わりに変更。女湯にあった大きい露天風呂はライトアップされ、外気浴スペースを設置。椅子に座って十数匹の亀やテレビを見ながらくつろげます。お風呂グッズ（タオル、ボディソープ、リンスインシャンプー）は無料なので、手ぶらで入浴を楽しめます。ドライヤー無料です。WEB1010の紹介記事はこちら。インドアビュー（リニューアル前）はこちら。最新の銭湯情報はこちら,http://www.nakanobukinenyu.com/
新呑川湯,44,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/92-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/19-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/29-300x200.jpg""]",2019年10月28日リニューアルオープン。ジェットバス、炭酸泉、シルク風呂、電気風呂、ラドン湯、露天風呂が楽しめます。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://shinomigawayu.business.site/
第一相模湯,45,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5383-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5384-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5385-350x263.jpg""]",美容にも血行促進にも効果的な高濃度炭酸泉が自慢です。天然黒湯温泉もお楽しみいただけます。挨拶はしっかりと、清潔感を大切に、心も体もリラックスできる空間をご提供します。銭湯ランナーの皆様のご利用も歓迎です。インドアビューで店の中を見ることができます。WEB1010の紹介記事はこちら。インドアビューはこちら。最新の銭湯情報はこちら,https://www.daiichisagamiyu.com/
都湯,46,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5447-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5448-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5449-350x263.jpg""]",掃除に力を入れて清潔に保ち、お客様をお待ちしております。ジェット、電気風呂、座風呂、水風呂、サウナなどを設置。漢方薬湯もあります。サウナは無料。よく冷えた水風呂が好評。駐車場は２台分あります。銭湯ランナー歓迎、荷物の一時預かり可能です。最新の銭湯情報はこちら,http://ota1010.com/explore/%E9%83%BD%E6%B9%AF/?lang=ja
八幡浴場,47,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5526-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5527-350x231.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5528-350x231.jpg""]",2006年にリニューアルして設備も充実。肌にやさしい軟水のお風呂と日替わり薬湯が好評です。熱からず、ぬるからず、がモットーの温度設定を心がけています。最新の銭湯情報はこちら,http://ota1010.com/explore/%E5%85%AB%E5%B9%A1%E6%B5%B4%E5%A0%B4/?lang=ja
駒の湯,48,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5582-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5583-350x245.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5584-350x244.jpg""]",ジェット、バイブラ、電気風呂、水風呂、サウナ、立ちシャワーなどを設置。よく冷えた水風呂が好評。りそな銀行世田谷支店３軒となりが当湯です。銭湯ランナー歓迎、荷物の一時預かり可能です。最新の銭湯情報はこちら,https://www.setagaya1010.tokyo/guide/koma-no-yu/
石川湯,49,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5615-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5616-350x243.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5617-244x350.jpg""]",座風呂と強い超音波のジェットバスは疲労回復にも効果的。日曜は泡風呂または漢方湯を実施しています。店内は掃除が行き届き、清潔感には自信があります。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://www.setagaya1010.tokyo/guide/ishikawa-yu/
丸正浴場,50,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/marushou06_women_9370-1000x665-1-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/marushou05_men_9343-1000x665-1-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/marushou07_tile-art_9340-1000x666-1-300x200.jpg""]",ジェット、バイブラ、水風呂、薬湯、立ちシャワー、サウナなどを設置。浴室はモザイクタイルがあります。最新の銭湯情報はこちら,https://www.setagaya1010.tokyo/guide/marusho-yokujou/
栗の湯,51,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/TOP_2357-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_2301-th-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_2304-th-300x200.jpg""]",2023年7月16日（日）、リニューアルオープン。黒湯の天然温泉の銭湯です。湯船は水風呂（黒湯）、シルク風呂、バイブラ（黒湯）、露天風呂があります。男女ともにオートロウリュサウナを設置。無料駐車場は3台用意。国道246号沿いにあります。Instagram:kurinoyu_sento最新の銭湯情報はこちら,https://www.setagaya1010.tokyo/guide/kuri-no-yu/
みどり湯,52,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/d3d7a92136e602d5f7421e02cb9c88a1-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/d32d5318fb798d091801044564231bae-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/IMG_0317-th-225x300.jpg""]",人気のある街、自由が丘の喧騒を抜けたところにある、みどり湯。浴室は白黒を基調としたモダンな、迫力あるグラフィックの富士がお出迎え。銭湯ランナーにも人気で、手ぶらでもふらっと立ち寄れるように、レンタルタオル他アメニティも充実。季節に合わせたドリンクも多数勢ぞろい。みどり湯で美容健康リラックスを目的に、お買い物ついでに訪れてみてはいかがでしょうか。みどり湯の隣でgalleryもやってます。（展示開催はHPでご確認ください）WEB1010の紹介記事（リニューアル前）はこちら。最新の銭湯情報はこちら,http://midoriyururi.com/
梅の湯,53,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4787-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4788-350x245.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4789-350x245.jpg""]",神保町駅Ａ２出口から徒歩1分の便利なロケーション。ハイパージェット、ボディジェット、電気風呂は、体の様々な痛みの解消に効果的です。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,
稲荷湯（神田）,54,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4793-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4794-350x246.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4795-350x244.jpg""]",ビジネス街からほど近く、仕事帰りの利用に便利。ジェットバスやバイブラもあります。荷物の一時預かりサービスは皇居ランナーに好評。浴室のペンキ絵は田中みずきさんによるもので、年に１回描きかえています。内神田尾島公園の向かいにあります。WEB1010の紹介記事はこちら。WEB1010の紹介記事（マンガ）はこちら。インドアビューはこちら。最新の銭湯情報はこちら,https://bit.ly/inariyu
於玉湯,55,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4798-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4799-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4800-350x263.jpg""]",ジェットバスやバイブラに加えて、座風呂・ボディシャワーもあり。皆様に気持ち良く利用していただけるよう、掃除には特に力を入れており、清潔感には自信があります。最新の銭湯情報はこちら,
滝野川稲荷湯,56,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/IMG-8887-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_4421-300x201.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_4393-300x200.jpg""]",映画『テルマエ・ロマエ』に登場した、昔ながらの雰囲気が味わえる宮造り銭湯。レトロですが手入れは行き届いています。熱めのお湯が自慢です。2014年12月のリニューアル時に、ぬる湯の浴槽を設けました。あつ湯、普通、ぬる湯と、３つの浴槽があります。薬湯は土日祝に実施。イベントはインスタ@takinogawa_inariyuにてチェックください。2022年6月に、隣接する湯上り処「稲荷湯長屋」＠inariyu.nagayaがオープン。紹介エッセイはこちら。稲荷湯の先代女将さんへのインタビューはこちら。最新の銭湯情報はこちら,https://takinogawa-inariyu.com/
金春湯,57,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5847-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5848-265x350.jpg""]",2014年3月にリニューアルオープン。お客様が注目して下さるのは大正時代からある大きな神棚。ほかに「モモテツ桶」も人気の的です。マニアックなお客様にも自慢できる九谷焼・鈴栄堂章仙のタイル絵もご堪能ください。インドアビューはこちら。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,http://konparuyu.com/
湊湯,58,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5849-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5850-350x233.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5851-350x233.jpg""]",熱めのお湯を満たした男湯と女湯が週替わりでお楽しみいただけます。強力ジェットのほか、浴槽設備の種類がたくさんあって、中でもお肌にやさしい軟水風呂が超人気。冷たい水風呂も好評です。BGMでくつろぎながら時間をかけてご入浴ください。紹介エッセイはこちら。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,http://www.minatoyu.jp/
さくら湯,59,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_6029-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_6030-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_6031-350x263.jpg""]",ジェット、バイブラ、水風呂、立ちシャワー、サウナなどを設置。大きな浴槽でゆったりと。日替わり薬湯を実施。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://1010itabashi.or.jp/facility/さくら湯/
銀座湯,60,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5857-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5858-265x350.jpg""]",当店が最も心掛けているのは「清潔」。清掃には特に力を入れています。銭湯ランナーのために荷物の一時預かりをしていますが、好評です。ジェットバスあり。京橋駅から2分、銀座１丁目駅から5分の便利な立地です。最新の銭湯情報はこちら,http://www.268chuou.com/
熊野湯,61,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_6208-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_6209-263x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_6210-350x263.jpg""]",ジェット、バイブラ、電気風呂、水風呂、サウナなどを設置。よく冷えた水風呂が好評。大きなチップタイルの背景画を見ながら、ゆったり気分で入浴できます。インドアビューはこちら。最新の銭湯情報はこちら,https://1010itabashi.or.jp/facility/熊野湯/
光徳湯,62,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_6312-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_6313-263x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_6314-350x263.jpg""]",ジェット、バイブラ、炭酸泉、電気風呂、あつ湯、ぬる湯、水風呂、サウナ、立ちシャワーなどの設備があります。いつも清潔、大きな湯船でゆったり。よく冷えた水風呂、炭酸風呂、電気風呂が人気です。駐車場１０台分完備。最新の銭湯情報はこちら,https://1010itabashi.or.jp/facility/光徳湯/
日の出湯,63,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_0458-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/TOP_0482-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_0519-300x200.jpg""]",清潔がモットー。電気風呂が好評。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,http://www.268chuou.com/
辰巳湯,64,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/39292213dbc588393b103a7085f1349c-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/f6ec596baf23f940876358da4a4022e8-300x210.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/d008f3003ba4e26cdfe2dcbb03d35acb-300x210.jpg""]",日替わり薬湯、露天風呂、サウナ、水風呂、超音波、気泡、座風呂、シルク風呂などを設置。インドアビューはこちら。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,http://tatsumiyu-nerima.com/ 
月島温泉,65,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5922-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5923-265x350.jpg""]",BGMが流れる浴室の湯船には、お肌にやさしい軟水風呂が設置してあり、とても好評。雰囲気の異なる男女浴室は週替わりとなっています。最新の銭湯情報はこちら,https://tsukishima-onsen.localinfo.jp/
勝どき湯,66,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5933-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5934-265x350.jpg""]",お勤め帰りに気軽に入れるばかりでなく、銭湯ランナーも大歓迎。野球やフットサルなどの運動を終えた後に入浴を楽しむお客様でにぎわっています。レンタルタオル有（大100円、小50円）。最新の銭湯情報はこちら,http://www.268chuou.com/
十思湯,67,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5963-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5964-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5965-350x263.jpg""]",2014年7月14日オープン。BGMが流れ、大きな浴槽は半身浴もできるようになっています。男湯には水風呂と乾式サウナ、女湯にはスチームサウナを設置。ふれあいデーは、アメニティーはありません。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,http://www.268chuou.com/
辨天湯,68,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_6701-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_6702-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_6703-350x234.jpg""]",マンションの入り口の弁天様の社が目印。近所にコイン駐車場あり。荷物の一時預かりサービスがありますから、銭湯ランナーの方はぜひご利用ください。当店は熱めのお湯です。最新の銭湯情報はこちら,http://www7b.biglobe.ne.jp/~bentenyu/
帝国湯,69,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3105-1-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3105-2-300x201.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3105-3-300x201.jpg""]",熱めのお湯が好きな方、よろしく。最新の銭湯情報はこちら,https://www.taitosento.com/
鶴の湯,70,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3106-1-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3106-10-300x201.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3106-9-300x201.jpg""]",レトロな雰囲気が楽しめる銭湯で、水質のよい井戸水を沸かして使っています。熱めのお湯が自慢の昔ながらの銭湯です。最新の銭湯情報はこちら,https://www.taitosento.com/
三筋湯,71,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_6708-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_6709-350x243.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_6710-263x350.jpg""]",昔ながらの宮造り銭湯です。脱衣場、浴室、庭とも手入れ歴史に好奇心が行き届いています。頑固に薪でお湯を沸かしています。だから「ここのお湯は一味違う」とお客さんがこっそり耳打ちしてくれるのです。自慢の富士山のペンキ絵も楽しんでください。WEB1010の紹介記事（マンガ）はこちら。紹介エッセイはこちら。最新の銭湯情報はこちら,https://www.taitosento.com/
日の出湯,72,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/12-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/22-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/32-200x300.jpg""]",日の出湯には２つの特徴があります。１つは古代檜でできた浴槽です。この檜は樹齢1000年以上の貴重な檜で出来ており、お湯が柔らかく感じることができ、つい長湯をしてしまう、そんなお風呂です。もう１つは炭酸シャワーです。水でも炭酸シャワーを浴びることができるので、火照った身体に炭酸水を浴びて、キュッと毛細血管を引き締め、血行を促進してみてください。最新の銭湯情報はこちら,http://hinodeyu.com/
